|sentence|word|label
1276|54|Tri|O
1277|54|puta|O
1278|54|sam|O
1279|54|boravio|O
1280|54|kod|O
1281|54|vas|O
1282|54|i|O
1283|54|svaki|O
1284|54|sledeci|O
1285|54|je|O
1286|54|bio|O
1287|54|znatno|O
1288|54|lošiji|O
1289|54|od|O
1290|54|prethodnog|O
1291|54|.|O
1292|54|Podrumski|B-FURNITURE
1293|54|smještaj|I-FURNITURE
1294|54|iako|O
1295|54|sam|O
1296|54|rezervisao|O
1297|54|mnogo|O
1298|54|ranije|O
1299|54|.|O
1300|54|U|O
1301|54|tuš|B-FURNITURE
1302|54|kabini|I-FURNITURE
1303|54|se|O
1304|54|zadržava|O
1305|54|voda|O
1306|54|,|O
1307|54|prozori|B-FURNITURE
1308|54|,|O
1309|54|iako|O
1310|54|podrumski|O
1311|54|,|O
1312|54|u|O
1313|54|tuš|B-FURNITURE
1314|54|kabini|I-FURNITURE
1315|54|i|O
1316|54|wc|B-FURNITURE
1317|54|bez|I-FURNITURE
1318|54|zastora|I-FURNITURE
1319|54|,|O
1320|54|rijedak|O
1321|54|zastor|O
1322|54|na|O
1323|54|prozoru|B-FURNITURE
1324|54|sobe|O
1325|54|,|O
1326|54|pored|O
1327|54|jednog|O
1328|54|kreveta|B-FURNITURE
1329|54|nema|O
1330|54|noćne|B-FURNITURE
1331|54|lampe|I-FURNITURE
1332|54|,|O
1333|54|oko|O
1334|54|vrata|B-FURNITURE
1335|54|prodire|O
1336|54|svijetlo|O
1337|54|čitavu|O
1338|54|noć|O
1339|54|.|O
1340|55|Osoblje|B-PERSONNEL
1341|55|odlično|O
1342|55|,|O
1343|55|doručak|B-FOOD
1344|55|izvanredan|O
1345|55|.|O
1346|56|Soba|B-FURNITURE
1347|56|002|O
1348|56|je|O
1349|56|u|O
1350|56|podrumu|O
1351|56|sa|O
1352|56|minimumom|O
1353|56|prirodnog|O
1354|56|svjetla|O
1355|56|,|O
1356|56|a|O
1357|56|naplaćena|B-PRICE
1358|56|je|O
1359|56|kao|O
1360|56|bilo|O
1361|56|koja|O
1362|56|normalna|O
1363|56|soba|O
1364|56|.|O
1365|56|Jako|O
1366|56|neugodno|O
1367|56|iznenađenje|O
1368|56|.|O
1369|56|Buđ|B-HYGIENE
1370|56|u|O
1371|56|tuš|B-FURNITURE
1372|56|kabini|I-FURNITURE
1373|56|je|O
1374|56|uračunata|B-PRICE
1375|56|u|I-PRICE
1376|56|cijenu|I-PRICE
1377|56|.|O
1378|56|Prilaz|B-LOCATION
1379|56|hotelu|I-LOCATION
1380|56|je|O
1381|56|veoma|O
1382|56|nezgodan|O
1383|56|iz|O
1384|56|pravca|O
1385|56|aerodroma|B-LOCATION
1386|56|jer|O
1387|56|se|O
1388|56|nalazi|O
1389|56|doslovno|O
1390|56|usred|B-LOCATION
1391|56|prometne|I-LOCATION
1392|56|raskrsnice|I-LOCATION
1393|56|.|O
1394|56|""""|O
1395|57|Osoblje|B-PERSONNEL
1396|57|hotela|I-PERSONNEL
1397|57|je|O
1398|57|ljubazno|B-PERSONNEL
1399|57|,|O
1400|57|parking|B-LOCATION
1401|57|je|O
1402|57|dobar|O
1403|57|,|O
1404|57|a|O
1405|57|doručak|B-FOOD
1406|57|je|O
1407|57|sasvim|O
1408|57|pristojan|O
1409|57|.|O
1410|58|Osoblje|B-PERSONNEL
1411|58|je|O
1412|58|preljubazno|B-PERSONNEL
1413|58|.|O
1414|58|Pozicija|B-LOCATION
1415|58|hotela|I-LOCATION
1416|58|odlicna|O
1417|58|,|O
1418|58|za|O
1419|58|svega|O
1420|58|par|O
1421|58|minuta|O
1422|58|hoda|O
1423|58|stize|O
1424|58|se|O
1425|58|do|O
1426|58|centra|B-LOCATION
1427|58|grada|I-LOCATION
1428|58|.|O
1429|58|Dorucak|B-FOOD
1430|58|bogat|I-FOOD
1431|58|i|I-FOOD
1432|58|raznovrstan|I-FOOD
1433|58|.|O
1434|58|Sve|O
1435|58|preporuke|O
1436|58|!|O
1437|59|Skoro|O
1438|59|sve|O
1439|60|Pogled|B-LOCATION
1440|60|sa|O
1441|60|prozora|O
1442|61|Lokacija|B-LOCATION
1443|61|,|O
1444|61|osoblje|B-PERSONNEL
1445|61|,|O
1446|61|doručak|B-FOOD
1447|62|Minijaturna|O
1448|62|soba|B-FURNITURE
1449|63|Lokacija|B-LOCATION
1450|64|Hotel|O
1451|64|je|O
1452|64|izvrstan|O
1453|64|.|O
1454|64|Mi|O
1455|64|smo|O
1456|64|bili|O
1457|64|vec|O
1458|64|dva|O
1459|64|puta|O
1460|64|.|O
1461|64|Izvrsna|O
1462|64|lokacija|B-LOCATION
1463|64|u|O
1464|64|samom|O
1465|64|centru|B-LOCATION
1466|64|grada|I-LOCATION
1467|64|.|O
1468|64|Kvalitetan|O
1469|64|i|O
1470|64|bogat|O
1471|64|dorucak|B-FOOD
1472|64|.|O
1473|64|Preporucujem|O
1474|64|!|O
1475|65|Lokacija|B-LOCATION
1476|65|i|O
1477|65|osoblje👍|B-PERSONNEL
1478|66|Vrlo|O
1479|66|ljubzno|B-PERSONNEL
1480|66|osoblje|I-PERSONNEL
1481|66|,|O
1482|66|cisto|B-HYGIENE
1483|66|,|O
1484|66|dobra|O
1485|66|lokacija|B-LOCATION
1486|67|sobe|B-FURNITURE
1487|67|su|O
1488|67|zaista|O
1489|67|premale|O
1490|67|,|O
1491|67|dorucak|B-FOOD
1492|67|oskudan|O
1493|68|Lokacija|B-LOCATION
1494|68|fantastična|O
1495|68|.|O
1496|68|Ima|O
1497|68|sauna|B-FURNITURE
1498|68|.|O
1499|68|(|O
1500|68|Ima|O
1501|68|I|O
1502|68|teretana|B-FURNITURE
1503|68|ali|O
1504|68|trenurno|O
1505|68|zatvorena|O
1506|68|)|O
1507|68|Čisto|B-HYGIENE
1508|68|i|O
1509|68|uredno|B-HYGIENE
1510|68|.|O
1511|68|Vrlo|O
1512|68|ugodan|O
1513|68|boravak|O
1514|68|.|O
1515|68|Osoblje|B-PERSONNEL
1516|68|veoma|I-PERSONNEL
1517|68|srdačno|I-PERSONNEL
1518|68|.|O
1519|68|Naručila|O
1520|68|sam|O
1521|68|iz|O
1522|68|restorana|B-FOOD
1523|68|salate|B-FOOD
1524|68|za|O
1525|68|room|O
1526|68|service|O
1527|68|i|O
1528|68|bile|O
1529|68|su|O
1530|68|vrlo|O
1531|68|ukusne|B-FOOD
1532|68|!|O
1533|68|!|O
1534|69|Jastuci|B-FURNITURE
1535|69|su|O
1536|69|pre|O
1537|69|mekani|O
1538|69|.|O
1539|69|Pitala|O
1540|69|sam|O
1541|69|na|O
1542|69|recepciji|B-PERSONNEL
1543|69|ali|O
1544|69|rekli|O
1545|69|su|O
1546|69|da|O
1547|69|samo|O
1548|69|te|O
1549|69|imaju|O
1550|69|.|O
1551|69|Sobe|B-FURNITURE
1552|69|za|O
1553|69|jednu|O
1554|69|osobu|O
1555|69|su|O
1556|69|veoma|O
1557|69|male|O
1558|69|.|O
1559|69|Doručak|B-FOOD
1560|69|je|O
1561|69|bio|O
1562|69|dobar|O
1563|69|ali|O
1564|69|kada|O
1565|69|sam|O
1566|69|pitala|O
1567|69|za|O
1568|69|svježe|B-FOOD
1569|69|napravljena|I-FOOD
1570|69|jaja|I-FOOD
1571|69|rekli|O
1572|69|su|O
1573|69|da|O
1574|69|moram|O
1575|69|doplatiti|O
1576|69|.|O
1577|70|Lokacija|B-LOCATION
1578|70|hotela|O
1579|70|je|O
1580|70|izvanredna|O
1581|70|.|O
1582|70|Sve|O
1583|70|je|O
1584|70|dostupno|B-LOCATION
1585|70|na|I-LOCATION
1586|70|pješačkoj|I-LOCATION
1587|70|udaljenosti|I-LOCATION
1588|70|.|O
1589|70|Osoblje|B-PERSONNEL
1590|70|hotela|O
1591|70|je|O
1592|70|vrlo|O
1593|70|ljubazno|B-PERSONNEL
1594|70|i|O
1595|70|uslužno|B-PERSONNEL
1596|70|.|O
1597|70|Sobe|B-FURNITURE
1598|70|su|O
1599|70|čiste|B-HYGIENE
1600|70|,|O
1601|70|uredne|B-HYGIENE
1602|70|,|O
1603|70|imaju|O
1604|70|sve|O
1605|70|što|O
1606|70|vam|O
1607|70|je|O
1608|70|potrebno|O
1609|70|.|O
1610|70|Jedina|O
1611|70|mana|O
1612|70|hotela|O
1613|70|je|O
1614|70|malo|O
1615|70|slabiji|O
1616|70|doručak|B-FOOD
1617|70|(|O
1618|70|ali|O
1619|70|je|O
1620|70|ok|O
1621|70|,|O
1622|70|s|O
1623|70|obzirom|O
1624|70|na|O
1625|70|covid|O
1626|70|mjere|O
1627|70|)|O
1628|70|.|O
1629|70|Parking|B-LOCATION
1630|70|je|O
1631|70|također|O
1632|70|problematičan|O
1633|70|,|O
1634|70|ukoliko|O
1635|70|na|O
1636|70|vrijeme|O
1637|70|niste|O
1638|70|rezervisali|O
1639|70|neko|O
1640|70|od|O
1641|70|dostupnih|O
1642|70|hotelskih|O
1643|70|mjesta|O
1644|70|(|O
1645|70|nemaju|O
1646|70|ih|O
1647|70|dovoljno|O
1648|70|pa|O
1649|70|se|O
1650|70|morate|O
1651|70|parkirati|O
1652|70|na|O
1653|70|nekom|O
1654|70|od|O
1655|70|javnih|O
1656|70|parkinga|O
1657|70|u|O
1658|70|blizini|O
1659|70|)|O
1660|70|.|O
1661|71|Manjak|O
1662|71|parking|O
1663|71|mjesta|O
1664|71|hotela|O
1665|71|je|O
1666|71|problematičan|O
1667|71|,|O
1668|71|što|O
1669|71|je|O
1670|71|,|O
1671|71|čini|O
1672|71|se|O
1673|71|,|O
1674|71|slučaj|O
1675|71|kod|O
1676|71|većine|O
1677|71|gradskih|B-LOCATION
1678|71|hotela|O
1679|71|.|O
1680|71|Trebali|O
1681|71|bi|O
1682|71|navesti|O
1683|71|da|O
1684|71|je|O
1685|71|broj|O
1686|71|parkirnih|O
1687|71|mjesta|O
1688|71|ograničen|O
1689|71|i|O
1690|71|da|O
1691|71|ih|O
1692|71|čuvaju|O
1693|71|po|O
1694|71|redoslijedu|O
1695|71|prijava|O
1696|71|i|O
1697|71|rezervacija|O
1698|71|.|O
1699|72|Par|O
1700|72|,|O
1701|72|Podgorica|O
1702|72|Mlad|B-PERSONNEL
1703|72|i|I-PERSONNEL
1704|72|ljubazan|I-PERSONNEL
1705|72|personal|I-PERSONNEL
1706|72|,|O
1707|72|čisto|B-HYGIENE
1708|72|i|O
1709|72|uredno|B-HYGIENE
1710|72|,|O
1711|72|korektan|O
1712|72|doručak|B-FOOD
1713|72|,|O
1714|72|operativan|O
1715|72|parking|B-LOCATION
1716|72|,|O
1717|72|blizina|B-LOCATION
1718|72|atraktivnih|I-LOCATION
1719|72|lokacija|I-LOCATION
1720|72|,|O
1721|72|šetalište|B-LOCATION
1722|72|pored|I-LOCATION
1723|72|Save|I-LOCATION
1724|72|na|O
1725|72|10|O
1726|72|minuta|O
1727|72|hoda|O
1728|72|,|O
1729|72|pješačka|B-LOCATION
1730|72|zona|I-LOCATION
1731|72|Kosančićev|I-LOCATION
1732|72|-|I-LOCATION
1733|72|Obilićev|I-LOCATION
1734|72|sa|O
1735|72|raznovrsnom|O
1736|72|ponudom|O
1737|72|restorana|B-FOOD
1738|72|i|O
1739|72|kafića|B-LOCATION
1740|72|na|O
1741|72|5|O
1742|72|minuta|O
1743|72|hoda|O
1744|72|.|O
1745|72|.|O
1746|72|.|O
1747|72|toplo|O
1748|72|preporučujem|O
1749|72|.|O
1750|73|Nemam|O
1751|73|zamjerki|O
1752|74|Prostran|B-FURNITURE
1753|74|apartman|I-FURNITURE
1754|74|,|O
1755|74|lepo|O
1756|74|uređan|B-FURNITURE
1757|74|,|O
1758|74|prijatni|B-PERSONNEL
1759|74|domaćini|I-PERSONNEL
1760|74|:|O
1761|74|)|O
1762|75|Lokacija|B-LOCATION
1763|75|,|O
1764|75|kreveti|B-FURNITURE
1765|75|udobni|O
1766|75|,|O
1767|75|klima|B-FURNITURE
1768|75|.|O
1769|75|Takodje|O
1770|75|svidelo|O
1771|75|mi|O
1772|75|se|O
1773|75|sto|O
1774|75|ima|O
1775|75|papuče|B-FURNITURE
1776|76|Kupatilu|B-FURNITURE
1777|76|mozda|O
1778|76|fali|O
1779|76|neka|O
1780|76|grejalica|B-FURNITURE
1781|76|,|O
1782|76|ume|O
1783|76|da|O
1784|76|bude|O
1785|76|hladno|O
1786|77|Top|O
1787|77|lokacija|B-LOCATION
1788|77|,|O
1789|77|dobri|O
1790|77|domaćini|B-PERSONNEL
1791|77|,|O
1792|77|sve|O
1793|77|pohvale|O
1794|77|.|O
1795|77|.|O
1796|77|.|O
1797|78|Fenomenalan|O
1798|78|smeštaj|O
1799|78|u|O
1800|78|samom|O
1801|78|centru|B-LOCATION
1802|78|,|O
1803|78|odmah|B-LOCATION
1804|78|pored|I-LOCATION
1805|78|šetališta|I-LOCATION
1806|78|.|O
1807|78|Sve|O
1808|78|je|O
1809|78|bilo|O
1810|78|čisto|B-HYGIENE
1811|78|i|O
1812|78|lepo|O
1813|78|sređeno|B-FURNITURE
1814|78|.|O
1815|78|Domaćin|B-PERSONNEL
1816|78|Nemanja|I-PERSONNEL
1817|78|je|O
1818|78|bio|O
1819|78|veoma|O
1820|78|ljubazan|B-PERSONNEL
1821|78|.|O
1822|79|Dobra|O
1823|79|lokacija|B-LOCATION
1824|79|.|O
1825|79|Čist|B-HYGIENE
1826|79|apartman|O
1827|79|.|O
1828|79|Gazdarica|B-PERSONNEL
1829|79|prijatna|I-PERSONNEL
1830|79|.|O
1831|80|Bucni|O
1832|80|gosti|O
1833|81|smeštaj|B-FURNITURE
1834|81|mnogo|O
1835|81|manji|O
1836|81|nego|O
1837|81|što|O
1838|81|je|O
1839|81|prikazano|O
1840|81|na|O
1841|81|fotografijama|O
1842|81|,|O
1843|81|vešto|O
1844|81|fotografisano|O
1845|81|.|O
1846|81|To|O
1847|81|je|O
1848|81|u|O
1849|81|stvari|O
1850|81|samo|O
1851|81|soba|B-FURNITURE
1852|81|sa|O
1853|81|franc|O
1854|81|.|O
1855|81|ležajem|O
1856|81|,|O
1857|81|bez|O
1858|81|predsoblja|O
1859|81|,|O
1860|81|a|O
1861|81|prozor|B-FURNITURE
1862|81|na|O
1863|81|sobi|O
1864|81|gleda|O
1865|81|na|O
1866|81|fasadu|O
1867|81|susedne|O
1868|81|kuće|O
1869|81|udaljene|O
1870|81|pola|O
1871|81|metra|O
1872|81|!|O
1873|82|lokacija|B-LOCATION
1874|82|izuzetna|O
1875|82|,|O
1876|82|strogi|B-LOCATION
1877|82|centar|I-LOCATION
1878|82|,|O
1879|82|kroz|O
1880|82|pasaž|O
1881|82|iz|O
1882|82|Dunavske|B-LOCATION
1883|82|ulice|I-LOCATION
1884|83|Bilo|O
1885|83|je|O
1886|83|cisto|B-HYGIENE
1887|83|i|O
1888|83|cisto|B-HYGIENE
1889|83|je|O
1890|83|kupatilo|B-FURNITURE
1891|83|.|O
1892|83|tv|B-FURNITURE
1893|83|je|O
1894|83|ok|O
1895|83|.|O
1896|84|Ozbiljna|O
1897|84|buka|O
1898|84|iznad|O
1899|84|smestaja|O
1900|84|i|O
1901|84|to|O
1902|84|sto|O
1903|84|nam|O
1904|84|nije|O
1905|84|receno|O
1906|84|da|O
1907|84|nema|O
1908|84|klima|B-FURNITURE
1909|84|uredjaja|I-FURNITURE
1910|84|.|O
1911|85|Sve|O
1912|85|je|O
1913|85|bilo|O
1914|85|odlicno|O
1915|85|.|O
1916|85|🙂|O
1917|86|Sve|O
1918|86|je|O
1919|86|biloo|O
1920|86|super|O
1921|86|domacin|B-PERSONNEL
1922|86|jos|O
1923|86|bolji|O
1924|87|Prostor|B-FURNITURE
1925|87|je|O
1926|87|odličan|O
1927|87|,|O
1928|87|a|O
1929|87|sobe|B-FURNITURE
1930|87|veoma|O
1931|87|prostrane|O
1932|87|.|O
1933|87|Sauna|B-FURNITURE
1934|87|i|O
1935|87|jaccuzi|B-FURNITURE
1936|87|odlični|O
1937|87|.|O
1938|87|Higijena|B-HYGIENE
1939|87|na|O
1940|87|nivou|O
1941|87|.|O
1942|87|Domaćin|B-PERSONNEL
1943|87|opušten|I-PERSONNEL
1944|87|i|I-PERSONNEL
1945|87|ljubazan|I-PERSONNEL
1946|87|.|O
1947|87|Svakom|O
1948|87|bih|O
1949|87|preporučila😊|O
1950|88|Kada|O
1951|88|je|O
1952|88|extra|O
1953|88|i|O
1954|88|ima|O
1955|88|dovoljno|O
1956|88|tople|O
1957|88|vode|O
1958|88|.|O
1959|89|Roletne|B-FURNITURE
1960|89|bi|O
1961|89|mogle|O
1962|89|bolje|O
1963|89|da|O
1964|89|funkcionišu|O
1965|89|.|O
1966|90|Gazda|B-PERSONNEL
1967|90|je|O
1968|90|zakon|O
1969|90|!|O
1970|90|Sinovi|B-PERSONNEL
1971|90|malo|O
1972|90|vise|O
1973|90|da|O
1974|90|se|O
1975|90|aktiviraju|O
1976|90|oko|O
1977|90|posla|O
1978|90|!|O
1979|91|Dorucak|B-FOOD
1980|91|da|O
1981|91|se|O
1982|91|ubaci|O
1983|91|u|O
1984|91|smestaj|O
1985|92|Sva|O
1986|92|je|O
1987|92|zaista|O
1988|92|bilo|O
1989|92|potpuno|O
1990|92|savrseno|O
1991|92|,|O
1992|92|jos|O
1993|92|je|O
1994|92|lepse|O
1995|92|uzivo|O
1996|92|nego|O
1997|92|na|O
1998|92|slikama|O
1999|92|.|O
2000|92|Sadrzaji|O
2001|92|objekta|O
2002|92|super|O
2003|92|,|O
2004|92|domacin|B-PERSONNEL
2005|92|vrlo|I-PERSONNEL
2006|92|ljubazan|I-PERSONNEL
2007|92|.|O
2008|92|Zaista|O
2009|92|svaka|O
2010|92|preporuka|O
2011|92|,|O
2012|92|vredelo|O
2013|92|je|O
2014|92|svakog|O
2015|92|dinara|O
2016|92|.|O
2017|92|Vraticemo|O
2018|92|se|O
2019|92|sigurno|O
2020|92|.|O
2021|92|😊|O
2022|93|Odlična|O
2023|93|lokacija|B-LOCATION
2024|93|.|O
2025|93|Parking|B-LOCATION
2026|93|.|O
2027|94|Prilikom|O
2028|94|dolaska|O
2029|94|,|O
2030|94|još|O
2031|94|torbu|O
2032|94|nismo|O
2033|94|spustili|O
2034|94|i|O
2035|94|domaćin|B-PERSONNEL
2036|94|je|O
2037|94|odmah|O
2038|94|napomenuo|O
2039|94|u|O
2040|94|drugoj|O
2041|94|rečenici|O
2042|94|razgovora|O
2043|94|,|O
2044|94|da|O
2045|94|se|O
2046|94|odmah|O
2047|94|naplaćuju|O
2048|94|usluge|O
2049|94|apartmana|O
2050|94|,|O
2051|94|koji|O
2052|94|i|O
2053|94|nije|O
2054|94|apartman|O
2055|94|,|O
2056|94|već|O
2057|94|dve|O
2058|94|sobe|B-FURNITURE
2059|94|i|O
2060|94|kupatilo|B-FURNITURE
2061|94|.|O
2062|94|U|O
2063|94|ovom|O
2064|94|smeštaju|O
2065|94|(|O
2066|94|ne|O
2067|94|apartmanu|O
2068|94|)|O
2069|94|,|O
2070|94|bez|O
2071|94|ikakvog|O
2072|94|stila|O
2073|94|,|O
2074|94|između|O
2075|94|ostalog|O
2076|94|,|O
2077|94|nema|O
2078|94|papuča|B-FURNITURE
2079|94|,|O
2080|94|nema|O
2081|94|nijedna|O
2082|94|čaša|B-FURNITURE
2083|94|,|O
2084|94|pa|O
2085|94|nemožete|O
2086|94|ni|O
2087|94|vodu|O
2088|94|popiti|O
2089|94|ili|O
2090|94|sok|O
2091|94|,|O
2092|94|nema|O
2093|94|nijedna|O
2094|94|posuda|B-FURNITURE
2095|94|za|I-FURNITURE
2096|94|četkice|I-FURNITURE
2097|94|u|I-FURNITURE
2098|94|kupatilu|I-FURNITURE
2099|94|.|O
2100|94|.|O
2101|94|.|O
2102|94|Prosto|O
2103|94|,|O
2104|94|nije|O
2105|94|dovoljno|O
2106|94|ubaciti|O
2107|94|jacuzzi|B-FURNITURE
2108|94|u|O
2109|94|kupatilo|O
2110|94|i|O
2111|94|baviti|O
2112|94|se|O
2113|94|turizmom|O
2114|94|.|O
2115|94|Ovaj|O
2116|94|smeštaj|O
2117|94|je|O
2118|94|verovatno|O
2119|94|osmišljen|O
2120|94|za|O
2121|94|neke|O
2122|94|dnevne|O
2123|94|varijante|O
2124|94|mladih|O
2125|94|ljudi|O
2126|94|.|O
2127|94|.|O
2128|94|.|O
2129|94|Ponavljam|O
2130|94|,|O
2131|94|bez|O
2132|94|ikakvog|O
2133|94|stila|O
2134|94|.|O
2135|94|Recimo|O
2136|94|,|O
2137|94|neki|O
2138|94|ukras|O
2139|94|po|O
2140|94|policama|O
2141|94|,|O
2142|94|saksija|B-FURNITURE
2143|94|nekog|I-FURNITURE
2144|94|cveća|I-FURNITURE
2145|94|,|O
2146|94|slika|B-FURNITURE
2147|94|na|I-FURNITURE
2148|94|zidu|I-FURNITURE
2149|94|,|O
2150|94|lampa|B-FURNITURE
2151|94|u|O
2152|94|dn|O
2153|94|.|O
2154|94|boravku|O
2155|94|.|O
2156|94|.|O
2157|94|.|O
2158|94|Za|O
2159|94|ovaj|O
2160|94|novac|B-PRICE
2161|94|,|O
2162|94|možete|O
2163|94|sve|O
2164|94|ovo|O
2165|94|dobiti|O
2166|94|u|O
2167|94|pravim|O
2168|94|apartmanima|O
2169|94|u|O
2170|94|Novom|B-LOCATION
2171|94|Sadu|I-LOCATION
2172|94|.|O
2173|94|Slike|O
2174|94|prilično|O
2175|94|varaju|O
2176|94|.|O
2177|95|Prostran|B-FURNITURE
2178|95|apartman|I-FURNITURE
2179|95|,|O
2180|95|vlasnik|B-PERSONNEL
2181|95|jako|I-PERSONNEL
2182|95|ljubazan|I-PERSONNEL
2183|95|.|O
2184|95|Odlična|O
2185|95|lokacija|B-LOCATION
2186|95|.|O
2187|95|Prijatna|O
2188|95|atmosfera|O
2189|95|.|O
2190|95|Sve|O
2191|95|pohvale|O
2192|96|Spa|B-FURNITURE
2193|96|je|O
2194|96|odličan|O
2195|96|,|O
2196|96|bazen|B-FURNITURE
2197|96|čist|B-HYGIENE
2198|96|,|O
2199|96|lokacija|B-LOCATION
2200|96|dobra|O
2201|96|,|O
2202|96|soba|B-FURNITURE
2203|96|uredna|B-HYGIENE
2204|97|Kuhinja|B-FURNITURE
2205|97|je|O
2206|97|bila|O
2207|97|haoticna|O
2208|97|,|O
2209|97|nije|O
2210|97|bilo|O
2211|97|očišćeno|B-HYGIENE
2212|97|,|O
2213|97|neoprani|B-HYGIENE
2214|97|sudovi|I-HYGIENE
2215|97|i|O
2216|97|mrve|B-HYGIENE
2217|97|na|I-HYGIENE
2218|97|stolu|I-HYGIENE
2219|98|Sve|O
2220|98|je|O
2221|98|bilo|O
2222|98|odlično|O
2223|98|!|O
2224|98|Udoban|B-FURNITURE
2225|98|krevet|I-FURNITURE
2226|98|,|O
2227|98|sobe|B-FURNITURE
2228|98|sa|I-FURNITURE
2229|98|privatnim|I-FURNITURE
2230|98|đakuzijem|I-FURNITURE
2231|98|i|I-FURNITURE
2232|98|saunom|I-FURNITURE
2233|98|,|O
2234|98|besplatan|O
2235|98|parking|B-LOCATION
2236|98|i|O
2237|98|nedaleko|B-LOCATION
2238|98|od|I-LOCATION
2239|98|centra|I-LOCATION
2240|98|.|O
2241|99|Lokacija|B-LOCATION
2242|99|malo|I-LOCATION
2243|99|zabacena|I-LOCATION
2244|100|Cuje|O
2245|100|se|O
2246|100|buka|O
2247|100|iz|O
2248|100|drugih|O
2249|100|soba|O
2250|100|.|O
2251|100|Zavuceno|O
2252|100|je|O
2253|100|.|O
2254|101|Ovo|O
2255|101|je|O
2256|101|blago|O
2257|101|recene|O
2258|101|uzas|O
2259|101|!|O
2260|101|!|O
2261|101|!|O
2262|101|U|O
2263|101|prljavijem|O
2264|101|smestaju|O
2265|101|nikada|O
2266|101|nisam|O
2267|101|odsedao|O
2268|101|iz|O
2269|101|kupatilo|B-FURNITURE
2270|101|je|O
2271|101|takav|O
2272|101|smrad|B-HYGIENE
2273|101|izlazio|O
2274|101|da|O
2275|101|ja|O
2276|101|bukvalno|O
2277|101|nisam|O
2278|101|nu|O
2279|101|ulazio|O
2280|101|,|O
2281|101|zidovi|B-HYGIENE
2282|101|prljavi|I-HYGIENE
2283|101|polomljeni|B-FURNITURE
2284|101|ormari|I-FURNITURE
2285|101|klima|B-FURNITURE
2286|101|neka|O
2287|101|stara|O
2288|101|polomljena|O
2289|101|lepljena|O
2290|101|selotep|O
2291|101|trakom|O
2292|101|posteljina|B-HYGIENE
2293|101|izguzvana|I-HYGIENE
2294|101|peskiri|B-FURNITURE
2295|101|pocepani|I-FURNITURE
2296|101|a|O
2297|101|lokacija|B-LOCATION
2298|101|slepa|I-LOCATION
2299|101|ulica|I-LOCATION
2300|101|tako|O
2301|101|da|O
2302|101|ja|O
2303|101|stvarno|O
2304|101|jedino|O
2305|101|sto|O
2306|101|bih|O
2307|101|rekao|O
2308|101|je|O
2309|101|sto|O
2310|101|dalje|O
2311|101|od|O
2312|101|ovaj|O
2313|101|smestaj|O
2314|101|.|O
2315|102|Mogli|O
2316|102|bi|O
2317|102|malo|O
2318|102|renovirati|O
2319|102|kupatilo|O
2320|102|I|O
2321|102|namestaj|B-FURNITURE
2322|102|.|O
2323|102|Ok|O
2324|102|je|O
2325|102|za|O
2326|102|te|O
2327|102|pare|B-PRICE
2328|102|ali|O
2329|102|da|O
2330|102|se|O
2331|102|malo|O
2332|102|ulozi|O
2333|102|bilo|O
2334|102|bi|O
2335|102|bolje|O
2336|102|.|O
2337|103|Ulica|B-LOCATION
2338|103|je|O
2339|103|u|O
2340|103|Nedodjiji|O
2341|103|niko|O
2342|103|od|O
2343|103|komsija|O
2344|103|nije|O
2345|103|cuo|O
2346|103|za|O
2347|103|tu|O
2348|103|ulicu|O
2349|103|jako|O
2350|103|je|O
2351|103|uzana|O
2352|103|dva|O
2353|103|automobila|O
2354|103|nemogu|O
2355|103|se|O
2356|103|mimoici|O
2357|103|,|O
2358|103|zakazes|O
2359|103|sobu|O
2360|103|u|O
2361|103|visokom|O
2362|103|potkrovlju|O
2363|103|preko|O
2364|103|bookinga|O
2365|103|kada|O
2366|103|jedva|O
2367|103|nadjes|O
2368|103|zgradu|O
2369|103|oni|O
2370|103|ti|O
2371|103|nude|O
2372|103|u|O
2373|103|sasvim|O
2374|103|drugoj|O
2375|103|zgradi|O
2376|103|u|O
2377|103|prizemlju|O
2378|103|uz|O
2379|103|ulicu|O
2380|103|gde|O
2381|103|je|O
2382|103|zgrada|O
2383|103|novogradnja|O
2384|103|uz|B-LOCATION
2385|103|prozor|I-LOCATION
2386|103|prolaze|I-LOCATION
2387|103|automobili|I-LOCATION
2388|103|kada|O
2389|103|se|O
2390|103|bunis|O
2391|103|kod|O
2392|103|mladog|B-PERSONNEL
2393|103|nervoznog|I-PERSONNEL
2394|103|gazde|I-PERSONNEL
2395|103|on|O
2396|103|vodi|O
2397|103|kod|O
2398|103|tate|O
2399|103|i|O
2400|103|tata|O
2401|103|daje|O
2402|103|zakazanu|O
2403|103|sobu|O
2404|103|i|O
2405|103|kaze|O
2406|103|sve|O
2407|103|druge|O
2408|103|zauzete|O
2409|103|ustvari|O
2410|103|su|O
2411|103|prazne|O
2412|103|i|O
2413|103|kada|O
2414|103|posle|O
2415|103|udjes|O
2416|103|u|O
2417|103|sobu|O
2418|103|gde|O
2419|103|je|O
2420|103|visoko|O
2421|103|prizemlje|O
2422|103|udaras|O
2423|103|glavom|O
2424|103|u|O
2425|103|plafon|O
2426|103|jer|O
2427|103|nema|O
2428|103|visinu|O
2429|103|iznad|O
2430|103|kreveta|B-FURNITURE
2431|103|i|O
2432|103|iznad|O
2433|103|prozora|B-FURNITURE
2434|103|odromna|O
