prediction|original|review
1|1|This place was recently renovated and our room on the 23th floor felt like we were staying in a hi-end condo with breathtaking views of San Diego bay and the Coronado bridge. Sleek and modern decor with marble countertops stood out to me. There were two flat screen TV's, and a fully-stocked mini kitchen with fridge. Located right in the middle of downtown minutes away from the gas lamp district this place is prime location. The luxurious amenities combined with meticulous customer service especially in the downstairs restaurant makes for a memorable experience that I wouldn't hesitate to highly reccommend over and over again! Great job Marriott!,
1|1|I stayed at the Marriott Vacation Club Pulse during Memorial Day weekend from the Bay Area. Unfortunately, I had pulled my hamstring prior to my arrival and was in extreme pain after walking through 2 airports and pulling my luggage. The hotel staff took me to my room in a wheelchair and brought me ice and other items to assist with my pain. On top of that, they gave me a Get Well card signed by all the staff. The room is nice (not too big and not too small) and the furniture is well appointed. The bathroom is a really great size with the closets located inside the restroom along the wall (nice touch). Before I arrived I read the reviews where other travelers complained about a reflection on the sliding door that separates the living room from the bedroom at night. I did not experience that. I enjoyed the indoor pool/jacuzzi and the close proximity to the Donut Bar (the donuts are splendid), the House of Blues, as well as other restaurants, banks and stores. The street it is located on is more quaint than lively, but you're a stone's throw away from the action. The room service is great ( I ordered breakfast a couple of mornings) as well and the delivery team makes sure you're satisfied. They also have a discount card avail (not sure it's available to all traveler profiles) that you can use at nearby restaurants which was a plus. I really enjoyed this property which I will definitely book when I return to the San Diego area.
1|1|This is a really modern hotel bang, smack in the centre of the great city of San Diego, California. And because it has most of anything you need at pretty high quality, it is not cheap. We stayed for two days and enjoyed both beertasting and whiskey/whiskytasting for only 5 each. The bartenders, John and Ben, did a fine job! Breakfast is not included, but it's not very expensive and you have lots of choices. We didn't try the restaurant. They served us good hashbrowns and perfect eggs which were impressively fast on our table. Good selection of teas and real freshly squeezed orangejuice. Staff looks happy, not just polite. Great room, loved the chocolate! Fine beds, fridge and microwave in the livingroom and tv both there and in the bedroom. Modern fascilities for charging phones etc. Even if you need an extra plug, it's already there. Any niggles Well, parking in cities may be difficult, but 42 per night with valet and 35 without seems to me a bit over the top, the room comes at a price so it ought to be half the price for guests. After all, just a few blocks up you could park for free on the street. But will I stay there again if in SD Yes, of course.
1|1|Stayed here for one night and really enjoyed it. The place is very modern and is being upgraded. The staff couldn't have been any nicer. Great bar with pretty good bar food.The bar tenders were super. Place was very clean. The only problem is you're a little removed from the action but a short Uber/Lyft ride and you're there.Worth going back to next time I'm in San DIego.
-1|1|My husband has business here and I tagged along. What a fantastic hotel. The service is impeccable. When we checked in I had bruised my wrist, freak accident. My husband asked for an ice pad. They gave us 2 ice pads and was so concern. We checked into our awesome and perfect suite, not 5 minutes. We heard a knock on the door. Anthony, security management, was at the door with a note of well wishes for me plus a box of gourmet cookies. We were just blown away how fabulous his concern was for us as their guests. We can't say enough how awesome the service is for this hotel. Highly recommended. Wish I could give it a 6 stars. :),
1|1|We got a couple of connecting suites, very confortable and with all the necesary ammenities. Stayed there for a week. Contemporary and stylish.What we liked the most was the location right in the middle of down town where there is a good array of restaurants, its close to the Glass Lamp area and to the trolley.Service was very kind at all times. The food was ok but for some reason lacking a bit in salt to our latino taste buds. But the coffee great. Restaurant open at all times which is practical.One thing that should be handled is the dirty windows from the outside. That takes away from the aesthetics.I definitely give it a thumbs up because its a good value for the money.It sounds like the perfect vacation at Marriott Vacation Club Pulse!
-1|1|Not cheap but excellent location. Price is somewhat standard for not hacing reservations. But room was nice and clean. They offer good continental breakfast which is a plus and compensates. Front desk service and personnel where excellent. It is Carmel, no A/C in rooms but they have a fan for air circulation.,
-1|1|This is such a fun, lovely hotel. The attention to detail is impressive, from the thicker rimmed water glasses to the extra fluffy towels. Loved the vibrant art which lends itself to a hip vibe. My only disappointment was at their restaurant, the Lockbox. The menu is just trying too hard. I am a fairly adventurous eater but each of... ,
-1|1|This is a new Hampton Inn and is well decorated. The color scheme gives a feeling of luxury and is very restful. The beds are comfortable and the black out curtains keep the room dark for a good nights sleep. The entrance is a little difficult to find so look closely for the sign. The staff was very friendly and... ,
-1|1|Completely accommodating hotel! I booked a reservation last minute day of, used points to offset the cost and even called the front desk to ask for a little help. They were completely kind and welcoming, especially accommodating while under construction. Thank you!
